Year,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Volume,Up_Down
2010,-0.00205422994428558,0.00744331644964235,-0.0004519597234354,-0.00330054445989314,0.000125627052269502,631.34,Down
2010,-0.0130167228129959,-0.00205422994428558,0.00744331644964235,-0.0004519597234354,-0.00330054445989314,614.78,Up
2010,0.0112123243555872,-0.0130167228129959,-0.00205422994428558,0.00744331644964235,-0.0004519597234354,617.56,Up
2010,0.00383032193769214,0.0112123243555872,-0.0130167228129959,-0.00205422994428558,0.00744331644964235,819.1,Down
2010,-0.0124096791180711,0.00383032193769214,0.0112123243555872,-0.0130167228129959,-0.00205422994428558,573.97,Up
2010,0.0141652717013625,-0.0124096791180711,0.00383032193769214,0.0112123243555872,-0.0130167228129959,657.47,Down
2010,-0.0125624892259956,0.0141652717013625,-0.0124096791180711,0.00383032193769214,0.0112123243555872,790.77,Down
2010,-0.011151118385161,-0.0125624892259956,0.0141652717013625,-0.0124096791180711,0.00383032193769214,797.19,Down
2010,-0.0266628415059363,-0.011151118385161,-0.0125624892259956,0.0141652717013625,-0.0124096791180711,597.78,Up
2010,0.00249853760729891,-0.0266628415059363,-0.011151118385161,-0.0125624892259956,0.0141652717013625,673.68,Down
2010,-0.00319793739822696,0.00249853760729891,-0.0266628415059363,-0.011151118385161,-0.0125624892259956,727.06,Up
2010,0.00802276140906547,-0.00319793739822696,0.00249853760729891,-0.0266628415059363,-0.011151118385161,829.36,Down
2010,-0.0190914779351852,0.00802276140906547,-0.00319793739822696,0.00249853760729891,-0.0266628415059363,918.05,Down
2010,-0.0145250114731529,-0.0190914779351852,0.00802276140906547,-0.00319793739822696,0.00249853760729891,631.69,Up
2010,0.0111067129252334,-0.0145250114731529,-0.0190914779351852,0.00802276140906547,-0.00319793739822696,720.07,Up
2010,0.00868644067796616,0.0111067129252334,-0.0145250114731529,-0.0190914779351852,0.00802276140906547,676.19,Up
2010,0.000388117220532729,0.00868644067796616,0.0111067129252334,-0.0145250114731529,-0.0190914779351852,813.07,Down
2010,-0.0298871245281641,0.000388117220532729,0.00868644067796616,0.0111067129252334,-0.0145250114731529,822.61,Up
2010,0.00738203563514209,-0.0298871245281641,0.000388117220532729,0.00868644067796616,0.0111067129252334,606.27,Down
2010,-0.0070383724405917,0.00738203563514209,-0.0298871245281641,0.000388117220532729,0.00868644067796616,662.58,Up
2010,0.0116742315561721,-0.0070383724405917,0.00738203563514209,-0.0298871245281641,0.000388117220532729,590.4,Down
2010,-0.00139478443606541,0.0116742315561721,-0.0070383724405917,0.00738203563514209,-0.0298871245281641,598.66,Up
2010,0.0137531601074553,-0.00139478443606541,0.0116742315561721,-0.0070383724405917,0.00738203563514209,696.17,Up
2010,0.0028106787421755,0.0137531601074553,-0.00139478443606541,0.0116742315561721,-0.0070383724405917,559.68,Up
2010,0.0140414832862383,0.0028106787421755,0.0137531601074553,-0.00139478443606541,0.0116742315561721,547.43,Up
2010,0.00546475234735949,0.0140414832862383,0.0028106787421755,0.0137531601074553,-0.00139478443606541,552.21,Up
2010,0.00692632136873456,0.00546475234735949,0.0140414832862383,0.0028106787421755,0.0137531601074553,625.3,Up
2010,0.000963550146985941,0.00692632136873456,0.00546475234735949,0.0140414832862383,0.0028106787421755,530.46,Down
2010,-0.000820011854519063,0.000963550146985941,0.00692632136873456,0.00546475234735949,0.0140414832862383,647.22,Down
2010,-0.01275183650531,-0.000820011854519063,0.000963550146985941,0.00692632136873456,0.00546475234735949,596.22,Up
2010,0.0101471013445135,-0.01275183650531,-0.000820011854519063,0.000963550146985941,0.00692632136873456,622.71,Down
2010,-0.000751375285120216,0.0101471013445135,-0.01275183650531,-0.000820011854519063,0.000963550146985941,685.21,Up
2010,0.00180823732667348,-0.000751375285120216,0.0101471013445135,-0.01275183650531,-0.000820011854519063,658.99,Up
2010,0.0157756471544861,0.00180823732667348,-0.000751375285120216,0.0101471013445135,-0.01275183650531,761.75,Up
2010,0.00317562247918463,0.0157756471544861,0.00180823732667348,-0.000751375285120216,0.0101471013445135,667.11,Down
2010,-4.8228903143265e-05,0.00317562247918463,0.0157756471544861,0.00180823732667348,-0.000751375285120216,575.82,Up
2010,0.00509935633232199,-4.8228903143265e-05,0.00317562247918463,0.0157756471544861,0.00180823732667348,631.26,Up
2010,0.0148496494802186,0.00509935633232199,-4.8228903143265e-05,0.00317562247918463,0.0157756471544861,574.7,Up
2010,0.0025189674812475,0.0148496494802186,0.00509935633232199,-4.8228903143265e-05,0.00317562247918463,680.19,Up
2010,0.00363174842745713,0.0025189674812475,0.0148496494802186,0.00509935633232199,-4.8228903143265e-05,667.97,Up
2010,0.00780542406480168,0.00363174842745713,0.0025189674812475,0.0148496494802186,0.00509935633232199,580.47,Up
2010,0.00403145467262987,0.00780542406480168,0.00363174842745713,0.0025189674812475,0.0148496494802186,547.56,Down
2010,-0.000337772223301294,0.00403145467262987,0.00780542406480168,0.00363174842745713,0.0025189674812475,529.84,Down
2010,-0.0023018507724926,-0.000337772223301294,0.00403145467262987,0.00780542406480168,0.00363174842745713,574.65,Up
2010,0.00668865172867788,-0.0023018507724926,-0.000337772223301294,0.00403145467262987,0.00780542406480168,581.55,Up
2010,0.0046593580346592,0.00668865172867788,-0.0023018507724926,-0.000337772223301294,0.00403145467262987,544.11,Up
2010,0.000916667015474534,0.0046593580346592,0.00668865172867788,-0.0023018507724926,-0.000337772223301294,1.09,Down
2010,-0.0070547991034092,0.000916667015474534,0.0046593580346592,0.00668865172867788,-0.0023018507724926,603.43,Up
